Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
775183,Sales Admin – Phòng kinh doanh xuất khẩu,"131 Quán Trữ, phường Đồng Hòa, quận Kiến An, Hải Phòng",Hải Phòng,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Quản lý đơn hàng",quản trị văn phòng,Không yêu cầu
775182,Giám đốc Kinh doanh,Số 47 Trung Yên 14,Hà Nội,Giám Đốc,Thỏa thuận,Toàn thời gian cố định,"Quản trị kinh doanh, Marketing - PR, Giáo dục - Đào tạo",Trưởng Phòng Kinh Doanh,2 - 5 năm kinh nghiệm
775181,Chuyên viên tuyển dụng - đào tạo,"536 Minh Khai, Hai Bà Trưng, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân sự, Hành chính - Văn phòng",nhân viên tuyển dụng,2 - 5 năm kinh nghiệm
775180,Nhân viên Kinh doanh,"Số 20 đường Thanh Niên, KV Long Thạnh 1, phường Thốt Nốt, quận Thốt Nốt, TP Cần Thơ",Cần Thơ,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên kinh doanh cửa nhôm,Không yêu cầu
775179,TƯ VẤN KHÓA HỌC IELTS,"Số 65 Yên Lãng,",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Giáo dục - Đào tạo, Tư vấn, Ngành nghề khác",nhân viên tư vấn tiếng anh,0 - 1 năm kinh nghiệm
775178,Nhân viên phòng thí nghiệm môi trường,"115, đường số 5c, kp4, bình hưng hoà b, bình tân, tphcm",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Môi trường - Xử lý chất thải,nhân viên phòng thí nghiệm môi trường,Không yêu cầu
775177,Trưởng phòng Kinh doanh,"Số 20 đường Thanh Niên, KV Long Thạnh 1, phường Thốt Nốt, quận Thốt Nốt, TP Cần Thơ",Cần Thơ,Trưởng Phòng,15 - 20 triệu,Toàn thời gian cố định,Quản trị kinh doanh,Trưởng Phòng Kinh Doanh,2 - 5 năm kinh nghiệm
775176,Nhân Viên Bán Hàng,"Quang Trung, Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Việc làm bán hàng,Trưởng Phòng Kinh Doanh,Không yêu cầu
775175,Nhân viên quản lý hành chính,"Đường Tân An, p.Tân Đông Hiệp, TX. Dĩ An Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Hành chính - Văn phòng,Trợ Lý Văn Phòng,0 - 1 năm kinh nghiệm
775174,Việc Làm part-time lương 8-10 tr tháng Được ký hợp đồng với công ty,Huyện Dầu Tiếng Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Dệt may - Da giày, Khu chế xuất - Khu công nghiệp, Khách sạn - Nhà hàng",part time khách sạn,Không yêu cầu
775172,Tuyển nhân viên kinh doanh có yêu cầu kinh nghiệm,"A21, Cao Thị Chính",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Việc làm bán hàng, Tư vấn",nhân viên bán hàng kỹ thuật,1 - 2 năm kinh nghiệm
775171,[HN] Tập đoàn tài chính Chubb tìm kiếm 2 QUẢN LÝ TẬP SỰ,"Tầng S, Toà The Artemis, Số 3 Lê Trọng Tấn, Thanh Xuân, Hà Nội",Hà Nội,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Tài chính, Quản trị kinh doanh",Trưởng Nhóm Kinh Doanh,Không yêu cầu
775170,Công việc Làm Thêm part time 2-3h ngày lương 8-10 tr tháng uy tín,Quận Thủ Đức Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Chăn nuôi - Thú y, Đầu bếp - phụ bếp, Sinh viên làm thêm",sinh viên phục vụ cafe,Không yêu cầu
775169,Tuyển gấp 02 Marketing Executive làm việc tại Quận Tân Phú,"Lầu 2 Rubyland, số 4 Lê Quát, Tân Thới Hòa, Tân Phú, TP Hồ Chí Minh",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Marketing - PR,chỉnh sửa video,1 - 2 năm kinh nghiệm
775168,NHÂN VIÊN VĂN PHÒNG,Tầng 21 Tháp A – Tòa nhà sông Đà – Phạm Hùng (Đối diện Keang Nam) Mỹ Đình – Nam Từ Liêm – Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Dịch vụ, Ngành nghề khác, Quan hệ đối ngoại",nhân viên đối ngoại,0 - 1 năm kinh nghiệm
775167,Kế toán Tổng hợp,"Số 20 đường Thanh Niên, KV Long Thạnh 1, phường Thốt Nốt, quận Thốt Nốt, TP Cần Thơ",Cần Thơ,Phó phòng,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán tổng hợp,2 - 5 năm kinh nghiệm
775166,Nhân Viên Chăm Sóc Khách Hàng Sàn TMĐT,616 - 618 Phạm Văn Đồng,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Sale Online,1 - 2 năm kinh nghiệm
775165,TUYỂN KỸ SƯ CƠ KHÍ VÀ KỸ SƯ CƠ ĐIỆN,"Số 92, Ngõ 640, Nguyễn Văn Cừ, Gia Thụy, Long Biên, Hà Nội.",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Điện - Điện tử, Sản xuất - Vận hành sản xuất",quản lý vận hành,1 - 2 năm kinh nghiệm
775164,NHÂN VIÊN KINH DOANH BẤT ĐỘNG SẢN,Lầu 7 số 614-618 Đường 3/2- Phường 14- Quận 10-Tp.HCM,Hồ Chí Minh,Nhân viên,Trên 50 triệu,Toàn thời gian cố định,"Bảo hiểm, KD bất động sản, Nhân viên kinh doanh",chuyên viên kinh doanh bất động sản,Không yêu cầu
775163,TUYỂN GIÁO VIÊN TIẾNG ANH TẠI HÀ NỘI,404 Xã Đàn,Hà Nội,Trưởng nhóm,Thỏa thuận,Toàn thời gian cố định,"Giáo dục - Đào tạo, Biên - Phiên dịch, Tư vấn",giáo viên ngoại ngữ,0 - 1 năm kinh nghiệm
775162,NHÂN VIÊN KINH DOANH SALE INBOX,616 - 618 Phạm Văn Đồng,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Việc làm bán hàng",Nhân Viên Sale Online,1 - 2 năm kinh nghiệm
775161,Nhân Viên Kinh Doanh,"156 Nguyễn Văn Linh, Thành Phố Đà Nẵng",Đà Nẵng,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Ngân hàng - Chứng khoán - Đầu tư,chuyên viên tư vấn đầu tư,Không yêu cầu
775160,Tuyển Kế Toán Tổng Hợp - Hỗ Trợ Báo Cáo Tài Chính (Được Đào Tạo),"Số 3, Dương Khuê, Mai Dịch",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Kế toán - Kiểm toán, Sinh viên mới tốt nghiệp - Thực tập",Kế Toán Mới Ra Trường,Không yêu cầu
775159,Nhân viên kinh doanh Lương trên 12 triệu,63 Lê Văn Lương,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Tư vấn, Nhân viên kinh doanh, Việc làm bán hàng",nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
775158,Nhân viên Sale admin,"203TL41, Thạnh lộc",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh",nhân viên hỗ trợ khách hàng,1 - 2 năm kinh nghiệm
775157,Nhân viên Kinh doanh - Marketing,Tân Mai,Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Marketing - PR, Việc làm bán hàng",nhân viên bán hàng thực phẩm,Không yêu cầu
775156,TUYỂN PHỤ KHO,"Số 11, đường số 8, Khu dân cư Vĩnh Lộc, Bình Hưng Hòa B, Bình Tân, HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Lao động phổ thông,Thợ Phụ,Không yêu cầu
775154,Chuyên viên Tư vấn Giải pháp Giáo dục,"Số 1, ngõ 15 Huỳnh Thúc Kháng",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Giáo dục - Đào tạo, Nhân viên kinh doanh, Chăm sóc khách hàng",nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
775153,Nhân viên chăm sóc khách hàng,Số 11 đường B6 Phường 12 Quận Tân Bình,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Logistic, Vận chuyển giao nhận, Chăm sóc khách hàng",nhân viên chăm sóc khách hàng qua điện thoại,0 - 1 năm kinh nghiệm
775152,Điều Dưỡng Nha Khoa,"Số 3 Khuất Duy Tiến, Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,Thỏa thuận,Hợp đồng,Y tế - Dược,Điều Dưỡng,0 - 1 năm kinh nghiệm
775151,"Chuyên viên sale telesale làm việc tại Biên Hòa, Bình Dương","27 – 28 Đồng Khởi, P. Tam Hòa, TP. Biên Hòa, Đồng Nai",Đồng Nai,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Nhân viên kinh doanh, Việc làm bán hàng",tư vấn bất động sản,Không yêu cầu
775150,Nhân Viên Tư Vấn Đăng Tin,55 Lê Văn Huân phường 13,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Hành chính - Văn phòng, Nhân viên kinh doanh",nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
775148,NHÂN VIÊN KINH DOANH,"213A Nam Kỳ Khởi Nghĩa, Phường 7, quận 3",Hồ Chí Minh,Nhân viên,Thỏa thuận,Khác,"Chăm sóc khách hàng, Nhân viên kinh doanh, Việc làm bán hàng",nhân viên chăm sóc khách hàng,Không yêu cầu
775146,"nhân viên bán dụng cụ gym, bút văn phòng tại TTTm Becamex Bình Dương","230 Đại lộ Bình Dương, Phú Hoà, Thủ Dầu Một, Bình Dương",Bình Dương,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Việc làm bán hàng,nhân viên giám sát bán hàng,1 - 2 năm kinh nghiệm
775145,Tuyển gấp 5 Nữ giao sữa tận nhà,549 Gia Phú,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Dịch vụ, Tiếp thị - Quảng cáo, Lao động phổ thông",Dịch Vụ Khách Hàng,Không yêu cầu
775144,CỘNG TÁC VIÊN KINH DOANH,"219 Nguyễn Đình Chiểu, Phường 5, Quận 3",Hồ Chí Minh,Nhân viên,Thỏa thuận,Bán thời gian tạm thời,"KD bất động sản, Nhân viên kinh doanh, Việc làm bán hàng",cộng tác viên môi giới bđs,Không yêu cầu
775142,Trợ Lí Kinh Doanh Hành Chính Văn Phòng,55 Lê Văn Huân phường 13,Hồ Chí Minh,Thực tập sinh,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Hành chính - Văn phòng",nhân viên hành chính không cần kinh nghiệm,0 - 1 năm kinh nghiệm
775141,Quản đốc sản xuất,"Thôn Hảo, xã Liêu Xá, huyện Yên Mỹ, tỉnh Hưng Yên",Hưng Yên,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,Cơ khí - Chế tạo,quản đốc xưởng cơ khí,2 - 5 năm kinh nghiệm
775140,Nhân viên Xuất nhập khẩu Tiếng Trung,"71 Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Xuất - nhập khẩu",xuất nhập khẩu tiếng trung,1 - 2 năm kinh nghiệm
775139,Nhân viên nam nữ lao động phổ thông,Đường Dt743 Dĩ An Bình Dương,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Chăm sóc khách hàng,nhân viên hỗ trợ khách hàng,Không yêu cầu
775138,Tuyển Kế Toán Tổng Hợp - Không Yêu Cầu Kinh Nghiệm,"Số 3, Dương Khuê, Mai Dịch",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Kế toán - Kiểm toán, Sinh viên mới tốt nghiệp - Thực tập",nhân viên kế toán mới ra trường,Không yêu cầu
775137,Nhân viên hoạch định tài chính,27 Trường Chinh,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Bảo hiểm, Tài chính, Tư vấn",nhân viên bảo hiểm nhân thọ,0 - 1 năm kinh nghiệm
775136,Nhân viên Kinh doanh,"71 Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Xuất - nhập khẩu",nhân viên phòng kinh doanh,0 - 1 năm kinh nghiệm
775135,Nhân viên Sale Admin,55 Lê Văn Huân phường 13,Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"KD bất động sản, Hành chính - Văn phòng, Telesales",nhân viên hành chính không cần kinh nghiệm,0 - 1 năm kinh nghiệm
775134,Tuyển Kế toán Tổng hợp - Hỗ trợ làm báo cáo tài chính (Được Đào tạo),"Số 3, Dương Khuê, Mai Dịch",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Kế toán - Kiểm toán, Sinh viên mới tốt nghiệp - Thực tập",nhân viên kế toán mới ra trường,Không yêu cầu
775133,Nhân viên Kế toán tổng hợp,"71 Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Xuất - nhập khẩu",kế toán nội bộ,2 - 5 năm kinh nghiệm
775132,Thủ kho,"82 Võ Văn Tần, P. 6, Q. 3, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Xây dựng,thủ kho công trình,1 - 2 năm kinh nghiệm
775131,Nhân Viên QAQC,Mỹ Phước 2 - Bến Cát - Bình Dương,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Thẩm định - Giám thẩm định - Quản lý chất lượng, Y tế - Dược",qa ngành dược,Không yêu cầu
775130,Nhân viên Hành chính - Nhân sự,"71 Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Xuất - nhập khẩu",Trưởng Phòng Hành Chính,1 - 2 năm kinh nghiệm
775128,Nhân viên Chăm sóc khách hàng- Be ca tối,"10, Mai Chí Thọ, P. An Lợi Đông, TP. Thủ Đức, TP. HCM.",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Khác,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng,Không yêu cầu
775127,Nhân viên Kỹ thuật Sản phẩm,"Khu Công nghiệp Bàu Xéo, xã Sông Trầu, Huyện Trảng Bom, tỉnh Đồng Nai",Đồng Nai,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Kiến trúc - Tk nội thất, Kỹ thuật, Cơ khí - Chế tạo",họa viên Autocad,0 - 1 năm kinh nghiệm
775125,Nhân viên Hành Chính - Nhân sự,"Lô K9 đường số 6, KCN Lê Minh Xuân, Bình Chánh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"An toàn lao động, Hành chính - Văn phòng, Nhân sự",nhân viên hành chính,1 - 2 năm kinh nghiệm
775124,Tuyển Dụng Lái Xe Tải Thùng Và NV Phụ Xe Giao Hàng,Bắc Ninh,Bắc Ninh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Vận tải - Lái xe, Vận chuyển giao nhận, Lao động phổ thông",Lái Xe Công Ty,Không yêu cầu
775123,Việc làm thêm buổi tối thời gian tự do lương 8-10 triệu một tháng uy tín,Quận Tân Bình Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Lương cao, Đầu bếp - phụ bếp, Sinh viên làm thêm",sinh viên làm thêm buổi tối,Không yêu cầu
775122,Việc làm thêm theo giờ tại nhà thời gian lương 8-10 triệu tháng được làm lâu dài,Thành Phố Thủ Dầu Một Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Lao động phổ thông, Khách sạn - Nhà hàng, Sinh viên mới tốt nghiệp - Thực tập",kỹ thuật khách sạn,Không yêu cầu
775121,Nhân viên phát triển thị trường,"433/26 Sư Vạn Hạnh, Quận 10, HCM",Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian tạm thời,"Y tế - Dược, Nhân viên kinh doanh, Việc làm bán hàng",Nhân Viên Bán Hàng,Không yêu cầu
775120,TUYỂN GẤP 10 QUẢN LÝ KINH DOANH BẢO HIỂM - QUẬN 3,"10 Đường số 1, Cư xá Đô Thành, P4, Quận 3",Hồ Chí Minh,Trưởng nhóm,20 - 30 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Nhân sự",chuyên viên đào tạo nội bộ,2 - 5 năm kinh nghiệm
775119,"Nhân viên bàn, bar",32-TT11B-Khu đô thị Văn Quán,Hà Nội,Nhân viên,3 - 5 triệu,Bán thời gian,Khách sạn - Nhà hàng,nhân viên phục vụ nhà hàng,Không yêu cầu
775118,Việc làm 8-10 Triệu tháng Thêm Buổi Tối hay Theo Giờ 2-3h ngày Uy Tín có phụ cấp,Quận Gò Vấp Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Cơ khí - Chế tạo, Đầu bếp - phụ bếp, Thực phẩm - Đồ uống",thủ kho thực phẩm,Không yêu cầu
775117,Việc làm thêm thời gian 2-3 giờ một ngày làm thêm ca tối phụ công ty lương 8-10 triệu tháng,Quận Tân Bình Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Dệt may - Da giày, Sinh viên làm thêm, Đầu bếp - phụ bếp",bếp bánh tại khách sạn,Không yêu cầu
775116,Trợ Lý Văn Phòng,"Lái Thiêu, Thuận An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Thư ký - Trợ lý, Hành chính - Văn phòng",Trợ Lý Văn Phòng,0 - 1 năm kinh nghiệm
775115,Việc làm thêm Cần tuyển việc làm buổi tối tại nhà lương 8-10 tr tháng uy tín tin cậy,Quận Mười Hai Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Sinh viên làm thêm, Tìm việc làm thêm",sinh viên bán cafe,Không yêu cầu
775114,Nhân viên bán hàng và thu ngân,"320/6A Trường Chinh, Phường 13, Quận Tân Bình",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Bán thời gian,"Chăm sóc khách hàng, Tư vấn, Việc làm bán hàng",nhân viên tư vấn bán hàng,0 - 1 năm kinh nghiệm
775113,Nhân viên kinh doanh,"105 Xuân Hồng, phường 12",Hồ Chí Minh,Mới Tốt Nghiệp,Trên 30 triệu,Toàn thời gian cố định,"KD bất động sản, Việc làm bán hàng",nhân viên bất động sản,0 - 1 năm kinh nghiệm
775111,Nhân viên Chăm sóc Khách hàng,13 Phan Bội Châu,Gia Lai,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Tư vấn",nhân viên chăm sóc khách hàng,Không yêu cầu
775110,Nhân viên Khai báo Hải quan,"Số 1 Huỳnh Tấn Phát, Thạch Bàn, Long Biên, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Xuất - nhập khẩu,chứng từ xuất nhập khẩu,1 - 2 năm kinh nghiệm
775109,Nhân Viên Văn Phòng,"Số 179B Nguyễn Công Trứ, Q. Sơn Trà, TP. Đà Nẵng, VN",Đà Nẵng,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Hành chính - Văn phòng,nhân viên hành chính,1 - 2 năm kinh nghiệm
775108,Nhân viên Seo,số 1 - Đường Đỗ Nhuận - Xuân Đỉnh - Bắc Từ Liêm,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"IT Phần cứng - mạng, Truyền thông, Tiếp thị - Quảng cáo",nhân viên facebook ads,1 - 2 năm kinh nghiệm
775107,Công ty TNHH Hoằng Giai Tuyển 15 nhân viên kinh doanh máy xúc,"Quốc Lộ 5 Trưng Trắc, Văn Lâm, Hưng Yên",Hưng Yên,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Việc làm bán hàng,nhân viên tư vấn bán hàng,Không yêu cầu
775106,Nhân viên Telesales hoa hồng cao,"27 Đinh Bộ Lĩnh, Phường 24, quận Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng,0 - 1 năm kinh nghiệm
775104,Nhân viên sửa chửa bảo hành,"79/27 Lê Thị Riêng, Phường Thới An",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Điện - Điện tử,thợ học việc điện tử,0 - 1 năm kinh nghiệm
775103,"Việc Làm Thêm Cho Kế Toán, Thư Ký, Trợ Lý. sinh viên Lương Cao 8 - 10 triệu tháng Lương thanh toán cuối Tuần",Thành Phố Dĩ An Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Đầu bếp - phụ bếp, Ngành nghề khác, Khu chế xuất - Khu công nghiệp",bếp chảo,Không yêu cầu
775102,Giám đốc kinh doanh,"Từ Sơn, Bắc Ninh",Bắc Ninh,Giám Đốc,20 - 30 triệu,Toàn thời gian cố định,"Quản trị kinh doanh, Nhân viên kinh doanh",giám sát kinh doanh,1 - 2 năm kinh nghiệm
775101,Nhân viên Kinh Doanh,"65/1A Lê Thị Riêng, Phường Thới An.",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Ô tô - xe máy,nhân viên bán xe ô tô cũ,Không yêu cầu
775099,NHÂN VIÊN HÀNH CHÍNH NHÂN SỰ,"Nhà số D37, 107 Xuân La, Xuân Tảo, Bắc Từ Liêm, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Hành chính - Văn phòng,nhân viên hành chính văn phòng,1 - 2 năm kinh nghiệm
775098,Nhân Viên Nhập Liệu,"2 Tô Ký, phường Tân Chánh Hiệp, quận 12, TP.HCM",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhập liệu",nhân viên nhập liệu chứng từ,Không yêu cầu
775097,Kế toán bán hàng,"Số 08 Đường D10, KDC Hồng Loan, Quận Cái Răng, Cần Thơ",Cần Thơ,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán bán hàng,0 - 1 năm kinh nghiệm
775096,kiến trúc sư tại Hà Nội Và Hồ Chí Minh,"KISATO MIỀN BẮC B1.4 LK09. VT20 Khu Đô Thị Thanh Hà, Quận Hà Đông, TP Hà Nội căn P16, khu đô thị Park Riverside, Q9, thành phố Hồ Chí Minh",Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Kiến trúc - Tk nội thất, Thiết kế - Mỹ thuật, Xây dựng",kiến trúc sư,2 - 5 năm kinh nghiệm
775094,nhân viên bán hàng,"185/20/24 ni sư huỳnh liên p.10, q.tân bình",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Thương mại điện tử, Việc làm bán hàng",Nhân viên kinh doanh thương mại điện tử,Không yêu cầu
775092,Nhân viên kế toán nội bộ,"Số 61 Ngụy Như Kon Tum, Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán nội bộ,0 - 1 năm kinh nghiệm
775091,Giám sát bán hàng,"36 KDC Hàng Bàng, đường Nguyễn Văn Linh",Cần Thơ,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên phát triển kinh doanh,Không yêu cầu
775090,Nhân viên Business analyst,"tòa Hội nhà Báo Việt Nam, Dương Đình Nghệ, Cầu Giấy, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Hợp đồng,"IT phần mềm, Dịch vụ",quản lý chất lượng dịch vụ,2 - 5 năm kinh nghiệm
775089,Thực tập sinh Nhân sự,"5/49/1 Nơ Trang Long, Phường 7, Q.Bình Thạnh, Tp.HCM",Hồ Chí Minh,Thực tập sinh,1 - 3 triệu,Toàn thời gian tạm thời,Nhân sự,sinh viên thực tập nhân sự,Không yêu cầu
775087,Business and Sales Executive,23 Cao Ba Quat,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Marketing - PR,Marketing Executive,1 - 2 năm kinh nghiệm
775086,Nhân viên bảo vệ trung tâm thương mại,"108/1/16 Nguyễn Văn Khối, phường 9, Gò Vấp, Tp. Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Bảo vệ,bảo vệ giữ xe,Không yêu cầu
775085,TUYỂN CHUYÊN VIÊN TUYỂN DỤNG,"số 12 đường 20, KP3, Phường Linh Chiểu, TP. Thủ Đức",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Thư ký - Trợ lý",nhân viên hành chính văn phòng,1 - 2 năm kinh nghiệm
775084,Trưởng Phòng Kinh Doanh HCM,"887 Phan Văn Trị, Phường 7, Gò Vấp",Hồ Chí Minh,Trưởng Phòng,Thỏa thuận,Toàn thời gian cố định,"Chăm sóc khách hàng, Quản trị kinh doanh, Nhân viên kinh doanh",nhân viên kinh doanh đồ chơi trẻ em,0 - 1 năm kinh nghiệm
775082,Nhân Viên Chứng Từ (Costs Controller),"174/13 Điện Biên Phủ, P.17, Q. Bình Thạnh, Tp Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Logistic, Xuất - nhập khẩu",chứng từ xuất nhập khẩu,0 - 1 năm kinh nghiệm
775081,NHÂN VIÊN KINH DOANH DỰ ÁN,"02 Nguyễn Đình Chiểu, Khuê Mỹ",Đà Nẵng,Nhân viên,5 - 7 triệu,Hợp đồng,"KD bất động sản, Việc làm bán hàng, Quản trị kinh doanh",Nhân Viên Kinh Doanh Nhà Đất,Không yêu cầu
775080,nhân viên kinh doanh,"304 Tầm Vu, hưng lợi",Cần Thơ,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên kinh doanh giáo dục,Không yêu cầu
775079,Nhân Viên Kinh Doanh,"379/2, Đường D1, TP Dĩ An, Bình Dương (gần Trung Tâm Y Tế TP. Dĩ An)",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhân viên kinh doanh",nhân viên phát triển kinh doanh,Không yêu cầu
775078,Nhân viên sale bất động sản- Biên Hòa,"27 – 28 Đồng Khởi, P. Tam Hòa, TP. Biên Hòa, Đồng Nai",Đồng Nai,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Nhân viên kinh doanh, Quản trị kinh doanh",tư vấn bất động sản,Không yêu cầu
