Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
780695,Nhân viên phụ kho cắt mẫu vải,Khu Công Nghiệp Cát Lái Quận 2 TpHCM,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian tạm thời,"Lao động phổ thông, Dệt may - Da giày, Nhập liệu",công nhân phổ thông,Không yêu cầu
780694,Tuyển Nhân Viên Thiết Kế (Graphic Designer),"Số 30 Phổ Quang, P.2, Tân Bình",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Marketing - PR,Marketing Online,1 - 2 năm kinh nghiệm
780693,Nhân viên Telesale- Thiết bị hỗ trợ cải thiện giấc ngủ,385C Nguyễn Trãi Phường Nguyễn Cư Trinh Quận 1 TPHCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Việc làm bán hàng, Nhân viên kinh doanh",nhân viên tư vấn bán hàng,0 - 1 năm kinh nghiệm
780692,Nữ Nhân viên Kinh doanh B2B Hà Nội lương cao,Tòa nhà Eurowindow 27 Trần Duy Hưng - Cầu Giấy - Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Quản trị kinh doanh",nhân viên kinh doanh không cần kinh nghiệm,0 - 1 năm kinh nghiệm
780691,Nhân Viên KInh Doanh phát triển thị trường,Tòa Licogi 13 164 Khuất Duy Tiến Thanh Xuân Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Phát triển thị trường, Vận tải - Lái xe",nghiên cứu thị trường,0 - 1 năm kinh nghiệm
780690,Nhân viên làm thêm theo giờ 2-3h có thể làm theo ca lương 7-9triệu nhận lương theo tuần uy tín,Quận Mười Hai Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Khách sạn - Nhà hàng, Y tế - Dược, Sinh viên làm thêm",nhân viên y tế cơ quan,Không yêu cầu
780689,Nhân Viên Kiểm Soát Chi Phí (Costs Controller),"174/13 Điện Biên Phủ, P.17, Q. Bình Thạnh, Tp Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Xuất - nhập khẩu,nhân viên phòng xuất nhập khẩu,0 - 1 năm kinh nghiệm
780688,Nhân Viên Nghiệp Vụ Logistics - Cost Controller,"174/13 Điện Biên Phủ, P.17, Q. Bình Thạnh, Tp Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Xuất - nhập khẩu,nhân viên phòng xuất nhập khẩu,1 - 2 năm kinh nghiệm
780687,Nhân viên kho,"109 Hà Duy Phiên, Ấp 5, Bình Mỹ, Củ Chi, TPHCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Kế toán - Kiểm toán, Ngành nghề khác",kế toán kho,0 - 1 năm kinh nghiệm
780686,NHÂN VIÊN KINH DOANH_LƯƠNG CỨNG HÂP DẪN,1768/10/14 Tỉnh lộ 10 Tân Tạo Bình Tân,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Quản trị kinh doanh, Nhân viên kinh doanh, Việc làm bán hàng",nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
780685,THỰC TẬP KẾ TOÁN NỘI BỘ ĐÀO TẠO LÀM NHÂN VIÊN,Trụ sở Bách Việt -hà nội 195 Khâm thiên Đống Đa Hà nội,Đà Nẵng,Thực tập sinh,5 - 7 triệu,Toàn thời gian cố định,Logistic,thực tập sinh logistics,Không yêu cầu
780684,Tuyển dụng nhân viên Kinh doanh,20/1 Bùi Thị Xuân,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Phần Mềm,1 - 2 năm kinh nghiệm
780683,Chuyên Viên Tư Vấn Mỹ Phẩm,"Số 1 Ngõ 111 Nguyễn Xiển, Thanh Xuân , Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Tư vấn",Nhân Viên Kinh Doanh Phần Mềm,Không yêu cầu
780682,NỮ NV KẾ TOÁN,"60-62 Đỗ Bí, Phường Phú Thạnh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,nhân viên kế toán tổng hợp,1 - 2 năm kinh nghiệm
780681,Nhân viên Tư vấn sản phẩm,"Lô 11, ô DV 11 Khu đô thị Tây Nam Linh Đàm, Quận Hoàng Mai, TP. Hà Nội, Việt Nam.",Hà Nội,Nhân viên,5 - 7 triệu,Hợp đồng,"Tư vấn, Chăm sóc khách hàng, Telesales",telesale online,Không yêu cầu
780680,Kế toán Tổng hợp,Tầng 2 Building 125 Hoàng Ngân số 125 Hoàng Ngân P Trung Hòa Q Cầu Giấy Hà Nội,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Xây dựng",cộng tác viên kinh doanh bất động sản,1 - 2 năm kinh nghiệm
780679,NHÂN VIÊN DIGITAL MARKETING,480 Cộng Hòa P13 Tân Bình,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Ô tô - xe máy",Digital Marketing,1 - 2 năm kinh nghiệm
780678,Nhân viên kinh doanh máy móc đóng bó và ngân hàng,"Số 2, 46 Đường, Bình Trưng Đông, Quận 2, , Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Quản trị kinh doanh, Chăm sóc khách hàng",nhân viên phát triển kinh doanh,0 - 1 năm kinh nghiệm
780677,Nhân viên Graphic Designer,"67 Đinh Bộ Lĩnh, Phường 26 Quận Bình Thạnh",Hồ Chí Minh,Nhân viên,Thỏa thuận,Hợp đồng,"Thiết kế - Mỹ thuật, Thiết kế web, IT phần mềm",senior designer,0 - 1 năm kinh nghiệm
780676,Nhân viên kho,"Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Công nghệ thực phẩm, Vận chuyển giao nhận",giao nhận hồ sơ,0 - 1 năm kinh nghiệm
780675,Nhân viên kế toán bán hàng tại TPHCM,497 Hoàng Văn Thụ Phường 4 Quận Tân Bình HCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Marketing - PR, Việc làm bán hàng",marketing thời trang,Không yêu cầu
780674,Nhân viên Kinh doanh thị trường,"Lô 11, ô DV 11 Khu đô thị Tây Nam Linh Đàm, Quận Hoàng Mai, TP. Hà Nội, Việt Nam.",Hà Nội,Nhân viên,5 - 7 triệu,Hợp đồng,"Chăm sóc khách hàng, Tư vấn, Nhân viên kinh doanh",nhân viên tư vấn khách hàng,Không yêu cầu
780673,Nhân viên kho,"Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Thực phẩm - Đồ uống, Y tế - Dược, Công nghệ thực phẩm",thủ kho thực phẩm,0 - 1 năm kinh nghiệm
780672,Tư vấn bán hàng,"19 Trần Quốc Toản, Phước Ninh, Hải Châu, Đà Nẵng",Đà Nẵng,Nhân viên,7 - 10 triệu,Toàn thời gian tạm thời,"Tư vấn, Chăm sóc khách hàng",chuyên viên tư vấn,Không yêu cầu
780671,NHÂN VIÊN DESIGN MEDIA,480 Cộng Hòa P13 Tân Bình,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Ô tô - xe máy",Marketing Online,1 - 2 năm kinh nghiệm
780670,Tuyển Kỹ Sư Nuôi Tôm,Trung Hòa,Quảng Ninh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăn nuôi - Thú y, Thủy sản",thức ăn thủy sản,1 - 2 năm kinh nghiệm
780669,Phó Phòng Vật Tư,"Lô B7, B8 KCN Phúc Điền - Huyện Cẩm Giàng - Hải Dương",Hải Dương,Phó phòng,15 - 20 triệu,Toàn thời gian cố định,"Vật tư - Thiết bị, Quản lý điều hành, Khu chế xuất - Khu công nghiệp",Nhân Viên Vật Tư,1 - 2 năm kinh nghiệm
780668,NHÂN VIÊN MARKETING,480 Cộng Hòa P13 Tân Bình,Hồ Chí Minh,Mới Tốt Nghiệp,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Ô tô - xe máy",Marketing Executive,Không yêu cầu
780667,[GLGP HỒ CHÍ MINH] NHÂN VIÊN SALE LƯƠNG HẤP DẪN,"135 Đào Duy Anh, Phường 09 , Quận Phú Nhuận , TP Hồ Chí Minh",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Nhân viên kinh doanh, Tư vấn, Việc làm bán hàng",Marketing Executive,Không yêu cầu
780666,Tuyển lao động phổ thông và kho,389/1 D1 Thành Phố Dĩ An Bình Dương,Bình Dương,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Lao động phổ thông",văn phòng không cần kinh nghiệm,Không yêu cầu
780665,Nhân viên phân tích và Nhập liệu,1181 Nguyễn văn Linh Phường Tân Quy Quận 7 TpHCM,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Khác,"Sinh viên làm thêm, Sinh viên mới tốt nghiệp - Thực tập, Tìm việc làm thêm",nhân viên bán thời gian,Không yêu cầu
780664,Việc làm thêm trên máy tính hay điện thoại 2-3 tiếng lương 7-9tr tháng có thể làm buổi tối,Huyện Đức Hoà Long An,Long An,Nhân viên,10 - 15 triệu,Bán thời gian,"Chăn nuôi - Thú y, Việc làm thời vụ, Điện - Điện tử",lái xe điện,Không yêu cầu
780663,TUYỂN NHÂN VIÊN TƯ VẤN TÀI CHÍNH CSKH,"Tòa nhà Pico Plaza, Số 20 Cộng Hòa, Phường 12, Quận Tân Bình, TP HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Ngân hàng - Chứng khoán - Đầu tư",chuyên viên khách hàng doanh nghiệp,Không yêu cầu
780662,Tuyển cộng tác viên online có máy tính kết nối internet chỉ 2-3 giờ 1 ngày lương 7-9 triệu 1 tháng,Quận Bình Thạnh Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Làm đẹp - Thể lực - Spa, Kiến trúc - Tk nội thất",quản lý spa,Không yêu cầu
780661,Việc làm thêm Lương 7-9 triệu 1tháng làm thêm tại nhà 2-3 giờ 1ngày thời gian tự do và có máy tính,Thành Phố Thủ Dầu Một Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Cơ khí - Chế tạo, Xây dựng, Điện - Điện tử",kỹ thuật viên điện tử,Không yêu cầu
780660,[AIA EXCHANGE HÀ NỘI] CHUYÊN VIÊN HOẠCH ĐỊNH TÀI CHÍNH,"Tầng 11 Lotte Đào Tấn, số 54 Liễu Giai, quận Ba Đình, Hà Nội",Hà Nội,Nhân viên,20 - 30 triệu,Toàn thời gian cố định,Bảo hiểm,nhân viên kinh doanh bảo hiểm,1 - 2 năm kinh nghiệm
780658,Việc làm Buổi tối thêm 2-3 giờ một ngày lương 7-9 triệu 1tháng làm việc thêm online tại nhà,Quận Chín Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Cơ khí - Chế tạo, Thủy sản, Sinh viên làm thêm",sinh viên làm thêm buổi tối,Không yêu cầu
780657,nhân viên kinh doanh ( bất động sản ),283 đường hùng vương phường 9 quận 5 Tp HCM,Hồ Chí Minh,Nhân viên,Trên 30 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, KD bất động sản",chuyên viên kinh doanh bất động sản,Không yêu cầu
780656,TUYỂN CHUYÊN VIÊN TƯ VẤN TÍN DỤNG,"Tòa nhà Pico Plaza, Số 20 Cộng Hòa, Phường 12, Quận Tân Bình, TP HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Tư vấn, Telesales",telesale part time,Không yêu cầu
780655,Nhân Viên Tư Vấn Tín Dụng Và Phát Triển Thị Trường,91 Nam Kì Khởi Nghĩa Tp Vũng Tàu Bà Rịa Vũng Tàu,Bà Rịa Vũng Tàu,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Tài chính, Ngân hàng - Chứng khoán - Đầu tư, Dịch vụ",nhân viên tài chính,0 - 1 năm kinh nghiệm
780654,Tuyển 5 nhân viên bán hàng,"Phước Ninh, Hải Châu, Đà Nẵng",Đà Nẵng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Việc làm bán hàng,quản lý bán hàng online,Không yêu cầu
780652,Customer Service Officer in District 1,Lê Lợi - Bến Nghé - Quận 1 - Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng,0 - 1 năm kinh nghiệm
780651,Việc làm thêm 2-3 giờ một ngày lương 7-9 triệu một tháng làm việc thêm buổi tối tự do tại nhà,Thành Phố Long Khánh Đồng Nai,Đồng Nai,Nhân viên,10 - 15 triệu,Bán thời gian,"Chăn nuôi - Thú y, Đầu bếp - phụ bếp, Phục vụ - Tạp vụ",phụ bếp bao ăn ở,Không yêu cầu
780650,TAX ACCOUNTING,24 Trường Sơn Phường 2 Quận Tân Bình,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Hợp đồng,"Kế toán - Kiểm toán, Tài chính",kế toán thuế,0 - 1 năm kinh nghiệm
780649,Nhân Viên XNK,Số 91 Nguyễn Chí Thanh Đống Đa Hà Nội,Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Xuất - nhập khẩu, Biên - Phiên dịch, Thư ký - Trợ lý",trợ lý cho người nước ngoài,1 - 2 năm kinh nghiệm
780648,Việc Làm part-time 2-3 giờ một ngày lương 7-9 triệu một tháng uy tín nhận lương tuần,Quận Thủ Đức Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Mỹ phẩm - Thời trang - Trang sức, Việc làm bán hàng, Telesales",nhân viên bán hàng lương cao,Không yêu cầu
780647,Nhân Viên Kinh Doanh Bất Động Sản Làm Việc Bình Thạnh Quận 10,"274 Cao Thắng, Phường 12, Quận 10, TP.HCM",Hồ Chí Minh,Mới Tốt Nghiệp,20 - 30 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Telesales, Việc làm bán hàng",nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
780646,Nhân viên kinh doanh tiếng Anh tốt,"129/30 Đường số 2, P16, Q. Gò Vấp",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Xuất - nhập khẩu, Nhân viên kinh doanh, Quản trị kinh doanh",Nhân Viên Kinh Doanh Xuất Nhập Khẩu,Không yêu cầu
780645,Nhân viên Tele - Marketing ( Đặt lịch hẹn qua Điện thoại ),"105-107 Trần Văn Dư, Phường 13, Tân Bình, TP HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Hành chính - Văn phòng, Việc làm bán hàng",nhân viên hỗ trợ khách hàng,0 - 1 năm kinh nghiệm
780644,tuyển nhân viên chăm sóc khách hàng,213 Chu Văn An Phường 26 Bình Thạnh,Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Tài chính, Ngân hàng - Chứng khoán - Đầu tư",nhân viên tài chính,Không yêu cầu
780643,Trưởng Phòng Hành Chính Nhân Sự (18 - 20 triệu),1454 quốc lộ 1A Phường Thới An Quận 12 TP hCM,Hồ Chí Minh,Trưởng Phòng,15 - 20 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Quản lý điều hành, Nhân sự",Trưởng Phòng Hành Chính,2 - 5 năm kinh nghiệm
780642,Kiểm toán viên nội bộ,184 Trần Hưng Đạo phường An Nghiệp Ninh Kiều TP Cần Thơ,Cần Thơ,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,nhân viên kiểm toán,2 - 5 năm kinh nghiệm
780641,[GLGP HỒ CHÍ MINH] GIÁM ĐỐC PHÁT TRIỂN,"135 Đào Duy Anh, Phường 09 , Quận Phú Nhuận , TP Hồ Chí Minh",Hồ Chí Minh,Giám Đốc,Thỏa thuận,Toàn thời gian cố định,Quản lý điều hành,nhân viên kiểm toán,5 - 10 năm kinh nghiệm
780640,Nhân viên kiểm đếm,"Kho TBS, Ngã 3 Tân Vạn, Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Hợp đồng,"Lao động phổ thông, Khu chế xuất - Khu công nghiệp, Logistic",phụ kho,Không yêu cầu
780639,Việc làmThêm uy tín Thời gian tự do không cần kinh nghiệm 2-3h ngày lương7-9tr tháng,Thành Phố Dĩ An Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Tìm việc làm thêm, Sinh viên làm thêm",it part time,Không yêu cầu
780638,CHUYÊN VIÊN KHÁCH HÀNG CÁ NHÂN,Hồ Chí Minh,Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Ngân hàng - Chứng khoán - Đầu tư, Bảo hiểm, KD bất động sản",nhân viên quan hệ khách hàng,1 - 2 năm kinh nghiệm
780637,Thư Ký Hành Chính,06 Nguyễn Hoàng phường An Phú Quận 2,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân sự,nhân viên hành chính nhân sự,0 - 1 năm kinh nghiệm
780636,Nhân Viên Kinh Doanh Không Yêu Cầu Kinh Nghiệm,"46B Đường Chùa Vẽ, P Đông Hải 1, Q Hải An, Hải Phòng",Hải Phòng,Mới Tốt Nghiệp,Thỏa thuận,Toàn thời gian cố định,"Dịch vụ, Dầu khí - Địa chất",nhân viên dịch vụ khách hàng,Không yêu cầu
780635,Nhân viên kiểm thử phần mềm - Tester,"Căn hộ TT01-23 khu đô thị Moncity, Hàm Nghi, Mỹ Đình, Nam Từ Liêm, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Giáo dục - Đào tạo, IT phần mềm",nhân viên tester,1 - 2 năm kinh nghiệm
780634,Kế toán thuế,Trần Quốc Vượng,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán thuế,1 - 2 năm kinh nghiệm
780633,Nhân viên kế toán tổng hợp,Lo A5-A6 Cụm CN Phước An-Tuy Phước-Bình Định,Bình Định,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán tổng hợp,1 - 2 năm kinh nghiệm
780632,Việc Làm việc part-time tại nhà 2-3 giờ một ngày lương7-9triệu một tháng cần có laptop kết nối internet,Quận Gò Vấp Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Bảo trì, Đầu bếp - phụ bếp, Y tế - Dược",qc dược phẩm,Không yêu cầu
780631,Nhân Viên Kinh Doanh,275 Nguyễn Văn Đậu phường 11 quận Bình Thạnh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"KD bất động sản, Việc làm bán hàng, Dịch vụ",chuyên viên tư vấn bất động sản,Không yêu cầu
780630,nhân viên lễ tân,110 Cầu Giấy Phường Quan Hoa Quận Cầu Giấy Hà Nội,Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Du lịch,nhân viên du lịch,Không yêu cầu
780629,"TUYỂN GẤP NHÂN VIÊN KINH DOANH KHÔNG YÊU CẦU KINH NGHIỆM LƯƠNG: 7,5TR -25TR HOA HỒNG 20-100TR THƯỞNG","Số 604A đường Cộng Hòa, phường 13, quận Tân Bình, TPHCM",Hồ Chí Minh,Nhân viên,Trên 30 triệu,Toàn thời gian cố định,"KD bất động sản, Nhân viên kinh doanh, Tư vấn",chuyên viên tư vấn bất động sản,Không yêu cầu
780628,Nhân viên theo dõi đơn hàng,Lô C1 KCN Suối Dầu xã Suối Tân huyện Cam Lâm tỉnh Khánh Hòa,Khánh Hòa,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Dệt may - Da giày, Quản lý đơn hàng, Quản trị kinh doanh",nhân viên quản lý đơn hàng may mặc,0 - 1 năm kinh nghiệm
780627,NV Thống kê,"Lô C, KCN Suối Dầu, Cam Lâm, Khánh Hòa",Khánh Hòa,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Thống kê,nhân viên thống kê sản xuất,0 - 1 năm kinh nghiệm
780626,Tổ trưởng Sinh quản sản xuất,"Lô 79, KCN Long Giang, Tân Lập 1, huyện Tân Phước, tỉnh Tiền Giang",Tiền Giang,Nhân viên,10 - 15 triệu,Hợp đồng,Dệt may - Da giày,Quản Lý Xưởng May,0 - 1 năm kinh nghiệm
780625,Nhân viên Telesales Part-time,Tầng 6 tòa M5 số 91 Nguyễn Chí Thanh,Hà Nội,Thực tập sinh,1 - 3 triệu,Bán thời gian,Sinh viên làm thêm,sinh viên năm cuối,Không yêu cầu
780624,TUYỂN DỤNG GẤP NHÂN VIÊN KINH DOANH (HCM),"Số 5 Đặng Văn Sâm, phường 2, Tân Bình, Tp. Hồ Chí Minh",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Mỹ phẩm - Thời trang - Trang sức, Nhân viên kinh doanh, Chăm sóc khách hàng",sinh viên năm cuối,Không yêu cầu
780623,Nhân Viên Nhập Dữ Liệu Website tại Quận 12,92/63 LÂM THỊ HỐ PHƯỜNG TÂN CHÁNH HIỆP QUẬN 12,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Nhập liệu, IT phần mềm",nhập liệu online,1 - 2 năm kinh nghiệm
780622,Chuyên viên tư vấn mỹ phẩm,166 Nguyễn Văn Thương Phường 25 Quận Bình Thạnh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Tư vấn",kinh doanh online,0 - 1 năm kinh nghiệm
